@relation tweet_sentiment
@attribute 'Sentiment' {positive,negative}
@attribute 'tweet' string
@data
negative,'USAirways ANSWER THE BLOODY PHONE'
negative,'USAirways needs to get it together in Indy Only 2 ticket agents and a line to the door Felt bad for ppl who missed their flights'
negative,'USAirways you got to be Fing kidding me Usairways 2hours on hold listening to yall selling loans and Valentine FlowersSMFH'
negative,'USAirways so upset with customer service I have a simple question and the phone system has disconnected me all day today and yesterday'
negative,'USAirways Our flight was Cancelled Flightled amp'
negative,'USAirways passengers sitting on plane for two hours flight 4663 from CMH  All other flights have left usairwaysfail worstairlineever'
negative,'USAirways GF was on hold for 4 hours and call was dropped HELP Need a flight'
negative,'USAirways Overbooked SXMCLT delayed deplaning extra passengers missedconnection forcedovernight CLT no lodgingfood Disappointed'
negative,'USAirways you need to figure your scheduling out worstflightexperienceever getmehome'
negative,'USAirways claimed my flight Cancelled Flighted because PHL runway not good but Delta flight at same exact time is taking off on time'
negative,'USAirways 23 min on hold Drove 25 hours to get my delayed bag I just want to pick it up at SJU'
negative,'USAirways Ive been on hold for 36 minutes now any time you want to answer the phone that would be great'
negative,'USAirways seriously  Flight Cancelled Flighted Auto rebooked to Tuesday Then 3hr 26min on hold for nothing Renting car Want refund'
negative,'usairways trick for getting into your hold queue  Ive been calling since Thursday and keep getting the call back Late Flightr message'
positive,'USAirways Many thanks for your reply httptco6CGFv02gzb'
negative,'USAirways instead of tweeting your customers apologizing why dont you pick up your phone'
negative,'USAirways I really appreciate there not being an easy way to get another flight when mine has been delayed over 2hrs for mechanical reasons'
negative,'USAirways My bags were supposed to be delivered to NYC last night missing since Thurs but are not here Can someone call me'
negative,'USAirways took me 4 hours to book flights yesterday due to system errors between you and AmericanAir paid 320 extra due to time lapse'
negative,'USAirways on hold with 8004284322 Flight from DSM to DCA was Cancelled Flighted 4473 Know when it will fly'
negative,'USAirways  almost 2 hrs 30 mins on hold  any idea how much longer'
negative,'USAirways This was a real life exercise in crisis management which USAirways failed miserably Some compensation would go a long way'
negative,'USAirways Ten hrs Late Flightr and still here on Army cots  airport waiting for 11am flight poorlyhandled usairheads httptco18fMr06mn6'
negative,'USAirways been on hold 2 hours trying to reschedule Cancelled Flightled DCABOS flight Can anyone help'
negative,'USAirways AmericanAir  Also your onhold message is trying to sell Valentines Day gifts  Over a week Late Flight  Sounds about right for USAir'
negative,'USAirways and at this point I dont need sorry I need a revers agt to pick up the call so maybe we can make the 1130 flight today'
negative,'USAirways sad experience today on 4663  Family on Southwest direct to MCO My loyalty to USAir  not vacationing with my boys today'
negative,'USAirways AmericanAir  is there anyone answering phones today Listening to same damn messages for 110 minutes'
negative,'USAirways I have LITERALLY been on hold since 3am estPlatinumEventually hung up amp'
positive,'USAirways job well done from your Philly employee running checkin today Tabitha helped us in an emergency amp'
negative,'USAirways was on hd for 1hr and 3min at 300am since my flgt  from DCA to MSY was Cancelled Flightled still trying to get out On hold now 50minssss'
negative,'USAirways you cant control the weather but you CAN control your systems processes people and attitudes anotherfail'
negative,'USAirways You are 0 for 3 so far in ontime flights on this vacation'
negative,'USAirways I just got hanged up on trying to get to an agent Can you help'
negative,'USAirways looks like you lost another customer  when you stranded 41CGQueen at CLT she vows never to fly with you again smoothtransition'
negative,'USAirways AmericanAir working for me Tight cx Mia so theyre delaying our flight Twice In 20 secs jabevan221 httptcoG3Uy6w28QH'
negative,'USAirways my flight got Cancelled Flightled to Charlotte Been on hold for an hour pls pick up'
negative,'USAirways now on hold for 2 hrs 20 min This is ridiculous'
negative,'USAirways why dont you hire people to deal with the call volume this is absolute garbage incompetent'
negative,'USAirways unfortunately patience wont get me to my boat that leaves at 4 pm I was on hold watching all flights fill up'
negative,'USAirways not happy Trying to get home on Cancelled Flighted flightamp'
negative,'USAirways wow Flight Cancelled Flightled slept on the floor at the airport and now flight delayed'
negative,'USAirways jtrexsocial i fell asleep from a call i placed midght guess what still on hold 7 am'
negative,'USAirways my phone has been on hold since midght  fkn 7 hrs of hold  Unacceptable'
negative,'USAirways 8 hrs of wait time is unbelieavle unaccpetable biggest airline in the world should have failback call centers'
negative,'USAirways once again your company actualy put people in weird situationsYour hostel voucher was fakeSnow is ok but no lies please'
negative,'USAirways truly been the worst experience this weekend Delayed rerouted 3x now not boarding A 715 flight and says flight is on time'
negative,'USAirways OK I guess the weather has been rough but I have been trying to sort out missing airmiles for days Any suggestions'
negative,'USAirways  what a disaster Flight 3739 missed passenger count by 5 since it was done manually  Really'
negative,'USAirways ever think about hiring more agents Come on now Dont you think 4 hour holds is a little ridiculous Get a clue'
negative,'Sb5551 Sounds like  USAirways should have planned better since this weather was no surprise Completely unacceptable wait times'
negative,'USAirways 4 hours on hold to change a Cancelled Flightled flight Completely unacceptable'
negative,'USAirways Weve been on hold for over 7 hours after my wifes flight was Cancelled Flighted'
negative,'USAirways forgot to call in the copilot so were stuck on the plane in PHL Looking fwd to being stranded in CLT Day 2 of flight fails'
negative,'USAirways your airline also delayed our bags to us for 4 hours amp'
negative,'USAirways have you ever lost luggage with an infant and a 4 year old Then customer service never answered the phone Ive tried all night'
negative,'USAirways worst experience with you Cancelled Flightled flight no voucher and no luggage because ramp was broken No other ramps in Charlotte'
negative,'USAirways worst experience ever'
negative,'USAirways AmericanAir Suggestions  been on hold 2 hrs for flight that is now about to pass departureDealing w ny weather need change'
negative,'USAirways AmericanAir I was meant to fly on Sat you just made it Tues I cant afford to stay in a hotel for another TWO nights'
